Word,ipa,Iconicity,phon_pred,sem_pred,comb_pred,pred_diff,Conc.M
fatherless,fɑðɹ̩ləs,0.55,0.472,0.481,0.478,-0.009,0.418
fish,fɪʃ,0.385,0.497,0.481,0.492,0.016,1.0
buster,bʌstɹ̩,0.6,0.47,0.481,0.475,-0.011,0.392
yearbook,jɪɹbʊk,0.3,0.482,0.481,0.468,0.001,0.895
practicable,pɹæktəkəbəl,0.267,0.457,0.481,0.482,-0.023,0.232
squelch,skwɛlt͡ʃ,0.75,0.543,0.481,0.551,0.062,0.48
nexus,nɛksəs,0.348,0.421,0.481,0.42,-0.06,0.432
lavish,lævɪʃ,0.517,0.488,0.481,0.489,0.007,0.328
chemist,kɛmɪst,0.367,0.454,0.481,0.469,-0.026,0.81
thumping,θʌmpɪŋ,0.6,0.52,0.481,0.528,0.04,0.75
revolver,ɹɪvɑlvɹ̩,0.5,0.462,0.481,0.454,-0.019,0.923
slushy,slʌʃi,0.883,0.515,0.481,0.535,0.034,0.675
plastic,plæstɪk,0.444,0.52,0.481,0.522,0.039,0.948
sprite,spɹajt,0.4,0.503,0.481,0.497,0.022,0.715
masseuse,mæsajuz,0.405,0.48,0.481,0.458,-0.001,0.89
fire,fajɹ̩,0.467,0.415,0.481,0.437,-0.065,0.92
bosom,bʊzəm,0.515,0.45,0.481,0.448,-0.031,0.908
hairpin,hɛɹpɪn,0.628,0.45,0.481,0.428,-0.031,0.958
balk,bɔk,0.633,0.501,0.481,0.496,0.02,0.44
bloodless,blʌdləs,0.486,0.487,0.481,0.458,0.007,0.538
sorrow,sɑɹow,0.683,0.472,0.481,0.465,-0.008,0.34
backwash,bækwɑʃ,0.603,0.54,0.481,0.538,0.06,0.69
intuition,ɪntuɪʃən,0.433,0.414,0.481,0.412,-0.066,0.167
nudge,nʌd͡ʒ,0.591,0.465,0.481,0.472,-0.016,0.867
wobble,wɑbəl,0.727,0.466,0.481,0.437,-0.014,0.65
hallucinate,hælusənejt,0.303,0.461,0.481,0.448,-0.02,0.38
prize,pɹajz,0.433,0.499,0.481,0.479,0.018,0.862
bulkhead,bʌlkhɛd,0.429,0.511,0.481,0.518,0.031,0.792
conquer,kɑŋkɹ̩,0.5,0.543,0.48,0.534,0.062,0.475
gluttony,ɡlʌtəni,0.545,0.447,0.48,0.414,-0.033,0.49
memorable,mɛmɹ̩əbəl,0.517,0.391,0.48,0.408,-0.089,0.198
meatball,mitbɔl,0.55,0.494,0.48,0.521,0.014,0.982
recreate,ɹɛkɹiejt,0.35,0.434,0.48,0.431,-0.046,0.353
tout,tawt,0.548,0.485,0.48,0.508,0.005,
refute,ɹɪfjut,0.389,0.48,0.48,0.487,-0.0,0.302
boredom,bɔɹdəm,0.517,0.426,0.48,0.444,-0.054,0.24
electric,ɪlɛktɹɪk,0.617,0.461,0.48,0.487,-0.019,0.64
prejudicial,pɹɛd͡ʒədɪʃəl,0.333,0.424,0.48,0.437,-0.056,0.267
personality,pɹ̩sənælɪti,0.333,0.428,0.48,0.439,-0.052,0.27
wrack,ɹæk,0.567,0.512,0.48,0.529,0.032,
crossroad,kɹɔsɹowd,0.617,0.492,0.48,0.511,0.012,0.852
stomp,stɑmp,0.783,0.531,0.48,0.528,0.051,0.852
gaze,ɡejz,0.583,0.491,0.48,0.515,0.01,0.608
absinthe,æbsɪnθ,0.25,0.494,0.48,0.471,0.014,0.825
pry,pɹaj,0.788,0.48,0.48,0.488,0.0,0.5
grasping,ɡɹæspɪŋ,0.717,0.521,0.48,0.524,0.041,0.565
wench,wɛnk,0.591,0.463,0.48,0.45,-0.017,0.715
ending,ɛndɪŋ,0.25,0.395,0.48,0.407,-0.085,0.328
waved,wejvd,0.65,0.474,0.48,0.459,-0.006,0.672
carrier,kæɹiɹ̩,0.561,0.458,0.48,0.487,-0.022,0.8
treasury,tɹɛʒɹ̩i,0.47,0.427,0.48,0.434,-0.053,0.582
impunity,ɪmpjunɪti,0.409,0.46,0.48,0.427,-0.02,0.192
tomb,tum,0.517,0.556,0.48,0.556,0.076,0.933
gunpoint,ɡʌnpojnt,0.517,0.478,0.48,0.507,-0.002,0.62
loft,lɔft,0.433,0.474,0.48,0.507,-0.006,0.83
grotto,ɡɹɑtow,0.467,0.5,0.48,0.503,0.02,0.802
moonlight,munlajt,0.767,0.504,0.48,0.511,0.024,0.857
lotion,lowʃən,0.483,0.469,0.48,0.473,-0.011,0.948
astonishing,əstɑnɪʃɪŋ,0.5,0.426,0.48,0.437,-0.054,0.17
arrowhead,æɹowhɛd,0.533,0.441,0.48,0.458,-0.039,0.925
chili,t͡ʃɪli,0.5,0.491,0.48,0.502,0.011,0.948
seen,sin,0.333,0.484,0.48,0.466,0.004,0.49
skiddoo,skɪu,0.667,0.523,0.48,0.538,0.043,
lesson,lɛsən,0.317,0.379,0.48,0.393,-0.101,0.448
liver,lɪvɹ̩,0.417,0.451,0.48,0.456,-0.029,0.92
pickax,pɪkæks,0.538,0.529,0.48,0.519,0.049,0.93
guillotine,ɡɪlətin,0.317,0.444,0.48,0.476,-0.036,0.91
about,əbawt,0.167,0.436,0.48,0.447,-0.043,0.192
paragraph,pæɹəɡɹæf,0.133,0.462,0.48,0.468,-0.017,0.74
patch,pæt͡ʃ,0.683,0.535,0.48,0.556,0.055,0.925
boardwalk,bɔɹdwɔk,0.591,0.473,0.48,0.501,-0.007,0.945
amble,æmbəl,0.283,0.459,0.48,0.445,-0.021,0.542
certificate,sɹ̩tʌfəkət,0.3,0.415,0.48,0.396,-0.065,0.898
psychosis,sajkowsəs,0.467,0.469,0.48,0.486,-0.011,0.328
unicycle,junɪsɪkəl,0.7,0.447,0.48,0.472,-0.033,1.0
sociable,sowʃəbəl,0.567,0.461,0.48,0.475,-0.019,0.257
bowler,bowlɹ̩,0.567,0.508,0.48,0.511,0.029,0.862
crucifixion,kɹusɪfɪkʃən,0.65,0.49,0.48,0.493,0.011,0.75
diplomat,dɪpləmæt,0.2,0.448,0.48,0.458,-0.031,0.668
varnish,vɑɹnɪʃ,0.392,0.47,0.48,0.483,-0.01,0.78
discord,dɪskɔɹd,0.3,0.466,0.48,0.444,-0.014,0.315
porridge,pɔɹəd͡ʒ,0.464,0.422,0.48,0.451,-0.057,0.972
obedience,owbidiəns,0.467,0.451,0.48,0.451,-0.028,0.322
filter,fɪltɹ̩,0.633,0.465,0.48,0.481,-0.015,0.898
cascade,kæskejd,0.517,0.498,0.48,0.48,0.019,0.708
gutter,ɡʌtɹ̩,0.515,0.458,0.48,0.475,-0.022,0.962
crest,kɹɛst,0.4,0.483,0.48,0.489,0.003,0.88
dignity,dɪɡnəti,0.133,0.426,0.48,0.435,-0.053,0.257
buff,bʌf,0.667,0.494,0.48,0.483,0.014,0.682
squid,skwɪd,0.7,0.528,0.48,0.521,0.048,0.928
veteran,vɛtɹ̩ən,0.35,0.351,0.48,0.341,-0.129,0.895
testy,tɛsti,0.533,0.424,0.48,0.432,-0.056,0.25
cushy,kʊʃi,0.788,0.527,0.48,0.51,0.047,0.335
gander,ɡændɹ̩,0.383,0.465,0.48,0.423,-0.014,0.595
pairs,pɛɹz,0.45,0.459,0.48,0.446,-0.021,
commie,kɑmi,0.321,0.508,0.48,0.516,0.028,
lovable,lʌvəbəl,0.679,0.429,0.48,0.439,-0.05,0.242
oodles,udəlz,0.517,0.483,0.479,0.476,0.004,
excepting,ɛksɛptɪŋ,0.367,0.44,0.479,0.443,-0.04,0.11
designer,dɪzajnɹ̩,0.455,0.415,0.479,0.418,-0.064,0.695
minnow,mɪnow,0.433,0.445,0.479,0.432,-0.034,0.96
thus,ðʌs,0.217,0.524,0.479,0.518,0.045,0.09
snake,snejk,0.6,0.486,0.479,0.494,0.007,1.0
consort,kɑnsɔɹt,0.35,0.47,0.479,0.488,-0.01,0.418
disparity,dɪspɛɹəti,0.4,0.407,0.479,0.393,-0.072,0.195
obvious,ɑbviəs,0.394,0.441,0.479,0.45,-0.038,0.267
sneaking,snikɪŋ,0.733,0.508,0.479,0.518,0.029,0.425
lawyer,lɔjɹ̩,0.486,0.399,0.479,0.407,-0.08,0.925
knobby,nɑbi,0.6,0.463,0.479,0.489,-0.017,0.635
accumulate,əkjumjəlejt,0.367,0.439,0.479,0.414,-0.04,0.5
head,hɛd,0.515,0.442,0.479,0.431,-0.037,0.938
worsen,wɹ̩sən,0.424,0.42,0.479,0.427,-0.06,0.175
existence,ɛɡzɪstəns,0.283,0.43,0.479,0.427,-0.049,0.135
imperialism,ɪmpɪɹiəlɪzəm,0.217,0.415,0.479,0.402,-0.064,0.232
salty,sɔlti,0.583,0.463,0.479,0.456,-0.016,0.732
rubble,ɹʌbəl,0.733,0.441,0.479,0.453,-0.038,0.89
tolerate,tɑlɹ̩ejt,0.267,0.436,0.479,0.441,-0.043,0.195
corrode,kɹ̩owd,0.517,0.495,0.479,0.483,0.016,0.76
satisfy,sætəsfaj,0.25,0.427,0.479,0.431,-0.052,0.26
photograph,fowtəɡɹæf,0.7,0.47,0.479,0.483,-0.01,0.972
drumstick,dɹʌmstɪk,0.654,0.494,0.479,0.479,0.015,0.99
bigotry,bɪɡətɹi,0.283,0.453,0.479,0.468,-0.026,0.345
imposing,ɪmpowzɪŋ,0.367,0.484,0.479,0.505,0.005,0.13
bud,bʌd,0.667,0.477,0.479,0.464,-0.002,0.87
brainwash,bɹejnwɑʃ,0.5,0.491,0.479,0.49,0.011,0.302
banking,bæŋkɪŋ,0.551,0.531,0.479,0.567,0.052,0.638
jockey,d͡ʒɑki,0.45,0.525,0.479,0.506,0.045,0.898
retract,ɹitɹækt,0.367,0.502,0.479,0.493,0.023,0.355
roost,ɹust,0.455,0.547,0.479,0.524,0.068,0.572
thermometer,θɹ̩mɑmətɹ̩,0.517,0.444,0.479,0.461,-0.035,0.99
gargle,ɡɑɹɡəl,0.767,0.503,0.479,0.514,0.024,0.827
display,dɪsplej,0.333,0.475,0.479,0.478,-0.004,0.715
adaptable,ədæptəbəl,0.617,0.403,0.479,0.379,-0.076,0.213
uninhibited,ʌnɪnhɪbɪtɪd,0.379,0.42,0.479,0.409,-0.059,0.167
unfold,ənfowld,0.533,0.462,0.479,0.468,-0.017,0.638
audacious,ɑdejʃəs,0.403,0.416,0.479,0.376,-0.063,0.157
intentioned,ɪntɛnt͡ʃənd,0.317,0.395,0.479,0.414,-0.084,0.107
nightfall,najtfɔl,0.633,0.445,0.479,0.47,-0.034,0.698
challenging,t͡ʃælənd͡ʒɪŋ,0.467,0.468,0.479,0.483,-0.011,
controller,kəntɹowlɹ̩,0.333,0.47,0.479,0.453,-0.008,0.832
sequel,sikwəl,0.4,0.507,0.479,0.512,0.028,0.465
erode,ɪɹowd,0.767,0.445,0.479,0.439,-0.034,0.56
resting,ɹɛstɪŋ,0.417,0.436,0.479,0.456,-0.043,0.678
flabby,flæbi,0.733,0.514,0.479,0.528,0.035,0.575
commensurable,kəmɪnʒʊɹəbəl,0.367,0.431,0.479,0.413,-0.048,0.178
conceive,kənsiv,0.35,0.472,0.479,0.471,-0.006,0.26
prestigious,pɹɛstɪd͡ʒəs,0.652,0.44,0.479,0.44,-0.039,0.282
bond,bɑnd,0.517,0.488,0.479,0.502,0.01,0.655
abut,əbʌt,0.267,0.389,0.479,0.391,-0.09,
adamant,ædəmənt,0.333,0.377,0.479,0.354,-0.102,0.162
overrun,owvɹ̩ɹʌn,0.394,0.443,0.479,0.451,-0.036,0.42
transcript,tɹænskɹɪpt,0.25,0.504,0.479,0.506,0.025,0.768
oven,ʌvən,0.217,0.357,0.479,0.37,-0.122,0.992
burgle,bɹ̩ɡəl,0.53,0.487,0.479,0.476,0.009,
brightness,bɹajtnəs,0.369,0.45,0.479,0.455,-0.029,0.608
glaze,ɡlejz,0.682,0.521,0.479,0.523,0.042,0.75
stinky,stɪŋki,0.758,0.517,0.479,0.502,0.038,0.682
improbability,ɪmpɹɑbəbɪlɪti,0.282,0.448,0.479,0.434,-0.03,0.16
jar,d͡ʒɑɹ,0.545,0.506,0.479,0.497,0.027,1.0
inexcusable,ɪnɪkskjuzəbəl,0.333,0.465,0.479,0.45,-0.013,0.143
utmost,ʌtmowst,0.45,0.485,0.479,0.478,0.006,0.16
pillow,pɪlow,0.283,0.492,0.479,0.483,0.013,1.0
competent,kɑmpətənt,0.4,0.445,0.479,0.436,-0.034,0.232
minutely,mɪnətli,0.424,0.429,0.479,0.419,-0.05,0.198
total,towtəl,0.367,0.453,0.479,0.454,-0.025,0.45
deer,dɪɹ,0.417,0.434,0.479,0.398,-0.045,0.965
charitable,t͡ʃæɹətəbəl,0.4,0.406,0.479,0.395,-0.073,0.282
below,bɪlow,0.136,0.491,0.479,0.468,0.013,0.612
evil,ivəl,0.6,0.435,0.478,0.44,-0.043,0.232
bottomless,bɑtəmləs,0.517,0.442,0.478,0.439,-0.036,0.277
amazing,əmejzɪŋ,0.591,0.41,0.478,0.387,-0.068,0.138
momma,mɑmə,0.682,0.407,0.478,0.408,-0.071,0.822
apprehensive,æpɹɪhɛnsɪv,0.367,0.441,0.478,0.418,-0.038,0.242
predictive,pɹɪdɪktɪv,0.397,0.47,0.478,0.456,-0.008,0.165
disconnect,dɪskənɛkt,0.467,0.438,0.478,0.446,-0.041,0.435
unsuspected,ʌnsəspɛktɪd,0.433,0.43,0.478,0.441,-0.048,0.162
stockpile,stɑkpajl,0.35,0.52,0.478,0.515,0.042,0.708
diction,dɪkʃən,0.5,0.454,0.478,0.439,-0.025,0.41
permissive,pɹ̩mɪsɪv,0.55,0.46,0.478,0.462,-0.018,0.25
useful,jusfəl,0.481,0.486,0.478,0.469,0.007,0.285
flask,flæsk,0.383,0.558,0.478,0.55,0.08,0.948
heater,hitɹ̩,0.6,0.497,0.478,0.494,0.019,0.95
alpha,ælfə,0.576,0.41,0.478,0.424,-0.069,0.202
sainted,sejntɪd,0.485,0.432,0.478,0.42,-0.046,0.18
manic,mænɪk,0.483,0.462,0.478,0.459,-0.016,0.355
atom,ætəm,0.317,0.384,0.478,0.391,-0.095,0.585
graduation,ɡɹæd͡ʒuejʃən,0.367,0.47,0.478,0.485,-0.008,0.698
truck,tɹʌk,0.278,0.505,0.478,0.512,0.027,0.96
gelatin,d͡ʒɛlətən,0.617,0.373,0.478,0.363,-0.105,0.948
bidding,bɪdɪŋ,0.333,0.462,0.478,0.467,-0.016,0.422
hostage,hɑstɪd͡ʒ,0.417,0.509,0.478,0.514,0.031,0.815
alienation,ejliənejʃən,0.4,0.389,0.478,0.416,-0.089,0.182
nuisance,nusəns,0.417,0.461,0.478,0.462,-0.017,0.298
granular,ɡɹænjəlɹ̩,0.318,0.443,0.478,0.431,-0.035,0.59
embitter,ɛmbɪtɹ̩,0.367,0.406,0.478,0.382,-0.073,0.155
concussion,kənkʌʃən,0.483,0.439,0.478,0.438,-0.04,0.548
midweek,mɪdwik,0.533,0.511,0.478,0.499,0.032,0.298
veracity,vɹ̩æsɪti,0.424,0.426,0.478,0.421,-0.053,0.125
invitation,ɪnvɪtejʃən,0.258,0.401,0.478,0.395,-0.077,0.662
figure,fɪɡjɹ̩,0.333,0.461,0.478,0.48,-0.017,0.658
rain,ɹejn,0.606,0.422,0.478,0.421,-0.056,0.992
planetarium,plænətɛɹiəm,0.333,0.403,0.478,0.432,-0.075,0.888
stigmatize,stɪɡmətajz,0.333,0.46,0.478,0.475,-0.019,0.26
liar,lajɹ̩,0.469,0.434,0.478,0.421,-0.044,0.608
recede,ɹɪsid,0.417,0.458,0.478,0.461,-0.02,0.51
fold,fowld,0.47,0.529,0.478,0.551,0.051,0.782
sweeper,swipɹ̩,0.65,0.513,0.478,0.523,0.035,0.827
broody,bɹudi,0.55,0.532,0.478,0.513,0.054,0.125
terrible,tɛɹəbəl,0.55,0.38,0.478,0.384,-0.098,0.26
frostbite,fɹɔstbajt,0.667,0.474,0.478,0.495,-0.004,0.832
jug,d͡ʒʌɡ,0.439,0.542,0.478,0.533,0.064,0.99
trooper,tɹupɹ̩,0.515,0.519,0.478,0.498,0.041,0.75
monsoon,mɑnsun,0.462,0.498,0.478,0.491,0.02,0.87
breathless,bɹɛθləs,0.717,0.474,0.478,0.474,-0.004,0.668
useless,jusləs,0.35,0.487,0.478,0.5,0.009,0.195
appendectomy,æpɪndɛktəmi,0.3,0.419,0.478,0.436,-0.058,0.855
subprime,səbpɹajm,0.333,0.48,0.478,0.471,0.002,0.205
foster,fɑstɹ̩,0.41,0.468,0.478,0.517,-0.01,0.328
coincide,kowɪnsajd,0.417,0.465,0.478,0.455,-0.013,0.315
quilted,kwɪltɪd,0.6,0.497,0.478,0.466,0.019,0.812
extract,ɛkstɹækt,0.533,0.492,0.478,0.493,0.014,0.64
legislator,lɛd͡ʒəslejtɹ̩,0.485,0.428,0.478,0.462,-0.05,0.688
sunflower,sʌnflawɹ̩,0.433,0.472,0.478,0.464,-0.006,0.95
tweezer,twizɹ̩,0.603,0.488,0.478,0.479,0.011,0.972
immoderate,ɪmɑdɹ̩ət,0.273,0.382,0.478,0.395,-0.096,0.267
catastrophic,kætəstɹɑfɪk,0.45,0.466,0.478,0.458,-0.012,0.44
smell,smɛl,0.424,0.474,0.478,0.464,-0.004,0.675
untoward,əntuɔɹd,0.3,0.412,0.478,0.41,-0.066,
softball,sɔftbɔl,0.483,0.468,0.478,0.45,-0.01,0.972
neuron,nʊɹɑn,0.417,0.425,0.478,0.395,-0.053,0.672
hurtful,hɹ̩tfəl,0.515,0.484,0.478,0.467,0.007,0.412
feathery,fɛðɹ̩i,0.7,0.427,0.478,0.444,-0.051,0.655
pretended,pɹitɛndəd,0.364,0.423,0.478,0.417,-0.054,0.162
accomplishment,əkɑmplɪʃmənt,0.409,0.469,0.478,0.468,-0.008,0.375
moustache,mʌstæʃ,0.45,0.489,0.478,0.486,0.011,0.99
knockout,nɑkawt,0.718,0.487,0.478,0.488,0.009,0.64
platoon,plətun,0.3,0.492,0.478,0.463,0.014,0.87
conscionable,kɑnʃt͡ʃənəbəl,0.333,0.448,0.478,0.476,-0.03,0.143
diminish,dɪmɪnɪʃ,0.517,0.429,0.478,0.461,-0.049,0.375
unruly,ənɹuli,0.47,0.456,0.478,0.438,-0.022,0.318
ransom,ɹænsəm,0.3,0.431,0.477,0.441,-0.047,0.578
restaurant,ɹɛstɹ̩ɑnt,0.533,0.422,0.477,0.442,-0.055,0.972
boomerang,bumɹ̩æŋ,0.567,0.514,0.477,0.505,0.036,0.925
insistent,ɪnsɪstənt,0.383,0.417,0.477,0.429,-0.061,0.18
village,vɪləd͡ʒ,0.433,0.447,0.477,0.45,-0.03,0.972
devise,dɪvajz,0.576,0.444,0.477,0.425,-0.033,0.25
jeopardize,d͡ʒɛpɹ̩dajz,0.567,0.446,0.477,0.444,-0.031,0.185
administrable,ædmɪnəstɹəbəl,0.288,0.415,0.477,0.405,-0.062,0.155
lob,lɑb,0.35,0.538,0.477,0.529,0.061,0.708
child,t͡ʃajld,0.6,0.513,0.477,0.479,0.036,0.945
soccer,sɑkɹ̩,0.4,0.488,0.477,0.47,0.01,0.94
blather,blæðɹ̩,0.517,0.53,0.477,0.514,0.053,0.308
dictatorship,dɪktejtɹ̩ʃɪp,0.379,0.464,0.477,0.451,-0.013,0.442
probate,pɹowbejt,0.517,0.492,0.477,0.5,0.015,0.355
feat,fit,0.217,0.499,0.477,0.492,0.022,0.36
titanium,tajtejniəm,0.561,0.407,0.477,0.426,-0.07,0.918
fiendish,findɪʃ,0.567,0.481,0.477,0.492,0.003,0.198
harmful,hɑɹmfəl,0.483,0.5,0.477,0.499,0.022,0.298
computation,kɑmpjətejʃən,0.483,0.441,0.477,0.438,-0.037,0.48
description,dɪskɹɪpʃən,0.389,0.472,0.477,0.456,-0.005,0.358
scavenger,skævənd͡ʒɹ̩,0.53,0.466,0.477,0.486,-0.011,0.732
fragmentation,fɹæɡməntejʃən,0.45,0.441,0.477,0.457,-0.036,0.36
positive,pɑzətɪv,0.4,0.43,0.477,0.404,-0.047,0.36
compel,kəmpɛl,0.383,0.463,0.477,0.443,-0.014,0.208
extinct,ɪkstɪŋkt,0.545,0.52,0.477,0.493,0.043,0.382
gay,ɡej,0.653,0.463,0.477,0.469,-0.014,0.38
snitch,snɪt͡ʃ,0.712,0.488,0.477,0.519,0.011,0.712
easel,izəl,0.31,0.437,0.477,0.442,-0.04,0.992
whine,wajn,0.792,0.453,0.477,0.432,-0.024,0.6
basic,bejsɪk,0.483,0.477,0.477,0.477,-0.0,0.315
congregate,kɑŋɡɹəɡejt,0.3,0.493,0.477,0.508,0.016,0.415
burger,bɹ̩ɡɹ̩,0.617,0.504,0.477,0.494,0.027,0.982
meth,mɛθ,0.317,0.467,0.477,0.457,-0.01,0.908
flux,flʌks,0.455,0.552,0.477,0.527,0.074,0.385
juice,d͡ʒus,0.694,0.598,0.477,0.591,0.121,0.972
decal,dɪkəl,0.35,0.446,0.477,0.432,-0.031,0.935
principally,pɹɪnsɪpli,0.35,0.491,0.477,0.475,0.014,0.175
sisterhood,sɪstɹ̩hʊd,0.467,0.479,0.477,0.484,0.002,0.382
skillful,skɪlfəl,0.409,0.5,0.477,0.474,0.023,0.232
class,klæs,0.333,0.556,0.477,0.543,0.079,0.712
motorcycle,mowtɹ̩sajkəl,0.5,0.469,0.477,0.482,-0.008,0.992
interfere,ɪntɹ̩fɪɹ,0.375,0.419,0.477,0.421,-0.058,0.397
failure,fejljɹ̩,0.424,0.448,0.477,0.443,-0.029,0.27
exhibit,ɪɡzɪbɪt,0.5,0.456,0.477,0.46,-0.021,0.625
imprison,ɪmpɹɪzən,0.533,0.428,0.477,0.417,-0.049,0.588
bout,bawt,0.2,0.515,0.477,0.526,0.038,0.5
teller,tɛlɹ̩,0.467,0.399,0.477,0.393,-0.078,0.845
inseam,ɪnsim,0.667,0.459,0.477,0.451,-0.018,0.903
radar,ɹejdɑɹ,0.483,0.434,0.477,0.448,-0.043,0.893
sunset,sʌnsɛt,0.727,0.417,0.477,0.424,-0.059,0.885
trait,tɹejt,0.319,0.452,0.477,0.455,-0.025,0.43
adjustable,əd͡ʒʌstəbəl,0.367,0.407,0.477,0.427,-0.069,0.568
pleasant,plɛzənt,0.483,0.436,0.477,0.442,-0.041,0.138
mourning,mɔɹnɪŋ,0.7,0.441,0.477,0.426,-0.036,0.292
graceful,ɡɹejsfəl,0.528,0.478,0.477,0.466,0.001,0.342
bronze,bɹɑnz,0.278,0.508,0.477,0.501,0.031,0.867
attack,ətæk,0.517,0.411,0.477,0.425,-0.065,0.678
par,pɑɹ,0.383,0.502,0.477,0.5,0.025,0.315
nettle,nɛtəl,0.567,0.368,0.477,0.372,-0.109,0.72
heroic,hɪɹowɪk,0.583,0.482,0.477,0.482,0.006,0.213
insulate,ɪnsəlejt,0.379,0.409,0.477,0.429,-0.068,0.49
task,tæsk,0.333,0.525,0.477,0.513,0.048,0.46
cannibal,kænəbəl,0.317,0.427,0.477,0.453,-0.049,0.705
twisting,twɪstɪŋ,0.817,0.48,0.477,0.497,0.004,0.608
incriminate,ɪnkɹɪmənejt,0.379,0.417,0.477,0.397,-0.06,0.267
floss,flɑs,0.5,0.53,0.477,0.488,0.053,0.852
countable,kawntəbəl,0.433,0.456,0.477,0.46,-0.021,0.5
fist,fɪst,0.394,0.479,0.477,0.481,0.003,0.982
void,vojd,0.5,0.462,0.477,0.442,-0.014,0.405
chinchilla,t͡ʃɪnt͡ʃɪlə,0.433,0.436,0.477,0.453,-0.041,0.93
sinful,sɪnfəl,0.567,0.438,0.477,0.447,-0.039,0.218
love,lʌv,0.467,0.495,0.477,0.532,0.018,0.267
dwarf,dwɔɹf,0.403,0.475,0.477,0.463,-0.001,0.862
impair,ɪmpɛɹ,0.333,0.421,0.477,0.422,-0.056,0.182
struggle,stɹʌɡəl,0.717,0.48,0.477,0.514,0.003,0.448
legitimatize,ləd͡ʒɪtəmətajz,0.467,0.405,0.477,0.42,-0.071,0.148
jargon,d͡ʒɑɹɡən,0.333,0.466,0.477,0.468,-0.01,0.267
increase,ɪnkɹis,0.417,0.489,0.476,0.506,0.013,0.402
remorseful,ɹɪmɔɹsfəl,0.5,0.442,0.476,0.443,-0.035,0.25
idiosyncratic,ɪdiowsɪnkɹætɪk,0.2,0.458,0.476,0.464,-0.019,0.145
baggy,bæɡi,0.762,0.514,0.476,0.517,0.037,0.652
carpeting,kɑɹpətɪŋ,0.439,0.467,0.476,0.467,-0.009,0.802
honeymoon,hʌnimun,0.667,0.498,0.476,0.502,0.022,0.648
festival,fɛstəvəl,0.615,0.4,0.476,0.414,-0.076,0.832
template,tɛmplət,0.385,0.445,0.476,0.469,-0.031,0.798
pinch,pɪnt͡ʃ,0.683,0.504,0.476,0.491,0.027,0.75
obligate,ɑbləɡejt,0.5,0.455,0.476,0.453,-0.021,0.25
lately,lejtli,0.303,0.485,0.476,0.474,0.008,0.102
intending,ɪntɛndɪŋ,0.227,0.402,0.476,0.404,-0.075,0.198
sandbox,sændbɑks,0.7,0.514,0.476,0.541,0.037,0.965
future,fjut͡ʃɹ̩,0.233,0.514,0.476,0.482,0.038,0.215
ascertain,æsɹ̩tejn,0.183,0.415,0.476,0.412,-0.061,0.277
font,fɑnt,0.364,0.471,0.476,0.465,-0.005,0.732
girder,ɡɹ̩dɹ̩,0.321,0.474,0.476,0.481,-0.003,
harden,hɑɹdən,0.55,0.447,0.476,0.445,-0.029,0.59
lofty,lɔfti,0.561,0.462,0.476,0.492,-0.015,0.222
crafty,kɹæfti,0.533,0.505,0.476,0.502,0.029,0.363
twit,twɪt,0.667,0.472,0.476,0.492,-0.004,0.42
flipper,flɪpɹ̩,0.742,0.489,0.476,0.471,0.013,0.815
murderess,mɹ̩dɹ̩ɛs,0.283,0.409,0.476,0.428,-0.067,0.59
rectify,ɹɛktəfaj,0.439,0.41,0.476,0.431,-0.066,0.27
expert,ɛkspɹ̩t,0.317,0.478,0.476,0.471,0.002,0.462
relevant,ɹɛləvənt,0.35,0.382,0.476,0.394,-0.094,0.18
facetious,fəsiʃəs,0.167,0.434,0.476,0.464,-0.042,0.232
catacomb,kætəkəm,0.485,0.436,0.476,0.439,-0.04,0.918
earnest,ɹ̩nɪst,0.394,0.431,0.476,0.453,-0.045,0.31
insolvable,ɪnsɑlvəbəl,0.367,0.436,0.476,0.445,-0.04,0.198
prosperity,pɹɑspɛɹəti,0.439,0.44,0.476,0.427,-0.036,0.16
specs,spɛks,0.333,0.516,0.476,0.496,0.04,0.51
cupped,kʌpt,0.433,0.533,0.476,0.556,0.057,0.62
directive,dɹ̩ɛktɪv,0.364,0.427,0.476,0.424,-0.049,0.43
hunchback,hʌnt͡ʃbæk,0.817,0.537,0.476,0.544,0.061,0.83
honey,hʌni,0.25,0.468,0.476,0.495,-0.008,0.97
preposterous,pɹɪpɑstɹ̩əs,0.545,0.453,0.476,0.444,-0.023,0.1
confirmatory,kənfɹ̩mətɔɹi,0.409,0.411,0.476,0.401,-0.064,0.27
flashing,flæʃɪŋ,0.833,0.514,0.476,0.509,0.038,0.768
passage,pæsəd͡ʒ,0.517,0.46,0.476,0.448,-0.016,0.7
raggedy,ɹæɡədi,0.867,0.431,0.476,0.453,-0.045,0.43
recollection,ɹɛkəlɛkʃən,0.483,0.413,0.476,0.414,-0.063,0.267
feet,fit,0.409,0.499,0.476,0.49,0.023,
land,lænd,0.5,0.483,0.476,0.471,0.007,0.893
acoustic,əkustɪk,0.55,0.49,0.476,0.51,0.014,0.57
thankful,θæŋkfəl,0.424,0.529,0.476,0.531,0.053,0.172
retrieve,ɹɪtɹiv,0.45,0.468,0.476,0.431,-0.007,0.58
mix,mɪks,0.683,0.528,0.476,0.524,0.053,0.705
pigtail,pɪɡtejl,0.633,0.492,0.476,0.495,0.016,0.918
trashy,tɹæʃi,0.717,0.487,0.476,0.488,0.012,0.452
