Word,ipa,Iconicity,phon_pred,sem_pred,comb_pred,pred_diff,Conc.M
Tuesday,tuzdi,0.273,0.517,0.551,0.507,-0.034,
screenplay,skɹinplej,0.455,0.517,0.611,0.523,-0.094,0.852
stinky,stɪŋki,0.758,0.517,0.479,0.502,0.038,0.682
blackboard,blækbɔɹd,0.75,0.517,0.506,0.542,0.011,0.93
sharpie,ʃɑɹpi,0.4,0.517,0.516,0.535,0.001,0.923
spa,spɑ,0.467,0.517,0.524,0.518,-0.007,0.918
pitch,pɪt͡ʃ,0.514,0.517,0.521,0.535,-0.004,0.75
chip,t͡ʃɪp,0.7,0.517,0.404,0.522,0.113,0.928
gruff,ɡɹʌf,0.636,0.517,0.601,0.547,-0.084,0.353
playback,plejbæk,0.346,0.517,0.528,0.503,-0.011,0.608
crashing,kɹæʃɪŋ,0.567,0.517,0.703,0.527,-0.186,
zigzag,zɪɡzæɡ,0.846,0.517,0.557,0.531,-0.04,0.63
tux,tʌks,0.25,0.517,0.572,0.516,-0.055,0.99
stuck,stʌk,0.55,0.517,0.546,0.524,-0.029,0.638
tusk,tʌsk,0.65,0.517,0.439,0.532,0.077,0.94
count,kawnt,0.431,0.517,0.603,0.528,-0.086,0.5
flinch,flɪnt͡ʃ,0.617,0.517,0.395,0.529,0.122,0.648
pounce,pawns,0.611,0.517,0.468,0.546,0.049,0.665
stupefy,stupfaj,0.449,0.517,0.461,0.513,0.056,0.18
banger,bæŋd͡ʒɹ̩,0.682,0.517,0.577,0.533,-0.06,0.56
college,kɑlɪd͡ʒ,0.283,0.517,0.675,0.528,-0.158,0.905
logic,lɑd͡ʒɪk,0.379,0.517,0.671,0.523,-0.154,0.18
quit,kwɪt,0.767,0.517,0.588,0.52,-0.071,0.39
skiing,skiɪŋ,0.65,0.517,0.591,0.532,-0.074,0.855
parking,pɑɹkɪŋ,0.3,0.517,0.44,0.492,0.077,0.712
wisp,wɪsp,0.783,0.517,0.482,0.502,0.034,0.468
furl,fɹ̩l,0.667,0.517,0.509,0.504,0.007,
match,mæt͡ʃ,0.487,0.517,0.708,0.525,-0.192,0.785
glower,ɡlawɹ̩,0.542,0.517,0.552,0.569,-0.036,0.402
hamstring,hæmstɹɪŋ,0.367,0.517,0.49,0.484,0.026,0.93
rinky-dink,ɹɪŋki-dɪŋk,0.717,0.517,0.521,0.532,-0.004,
silky,sɪlki,0.75,0.517,0.46,0.521,0.056,0.78
sickly,sɪkli,0.817,0.517,0.426,0.522,0.091,0.4
cooker,kʊkɹ̩,0.367,0.517,0.523,0.509,-0.006,0.805
sheepdog,ʃipdɔɡ,0.53,0.516,0.614,0.525,-0.098,0.93
bowling,bowlɪŋ,0.583,0.516,0.311,0.51,0.206,0.89
blowing,blowɪŋ,0.712,0.516,0.574,0.531,-0.058,0.802
mouse,maws,0.597,0.516,0.832,0.53,-0.315,0.958
unique,junik,0.383,0.516,0.56,0.533,-0.044,0.222
fracture,fɹækt͡ʃɹ̩,0.583,0.516,0.555,0.52,-0.038,0.758
cuss,kʌs,0.417,0.516,0.452,0.485,0.064,0.535
suck,sʌk,0.758,0.516,0.676,0.544,-0.159,0.615
complete,kəmplit,0.348,0.516,0.597,0.51,-0.081,0.425
bounce,bawns,0.758,0.516,0.533,0.519,-0.016,0.715
displease,dɪspliz,0.417,0.516,0.492,0.527,0.025,0.178
brochure,bɹowʃʊɹ,0.3,0.516,0.604,0.52,-0.088,0.94
Barking,bɑɹkɪŋ,0.9,0.516,0.588,0.523,-0.071,
surely,ʃʊɹli,0.217,0.516,0.465,0.507,0.051,0.178
hopeless,howpləs,0.433,0.516,0.566,0.515,-0.049,0.148
bring,bɹɪŋ,0.394,0.516,0.413,0.532,0.104,0.387
grim,ɡɹɪm,0.65,0.516,0.425,0.514,0.091,0.205
gust,ɡʌst,0.633,0.516,0.567,0.517,-0.05,0.712
dusk,dʌsk,0.583,0.516,0.401,0.536,0.116,0.81
gather,ɡæðɹ̩,0.583,0.516,0.462,0.487,0.055,0.438
cod,kɑd,0.3,0.516,0.435,0.501,0.081,0.903
dock,dɑk,0.436,0.516,0.475,0.514,0.041,0.91
got,ɡɑt,0.217,0.516,0.547,0.511,-0.031,0.232
doc,dɑk,0.4,0.516,0.573,0.496,-0.057,0.67
lockout,lɑkawt,0.652,0.516,0.529,0.519,-0.013,0.538
subject,sʌbd͡ʒɪkt,0.467,0.516,0.491,0.5,0.025,0.535
wick,wɪk,0.6,0.516,0.536,0.514,-0.02,0.923
tramp,tɹæmp,0.483,0.516,0.684,0.532,-0.168,0.725
sob,sɑb,0.633,0.516,0.536,0.534,-0.019,0.698
boss,bɑs,0.317,0.516,0.364,0.52,0.152,0.708
bitch,bɪt͡ʃ,0.467,0.516,0.447,0.514,0.069,0.68
twig,twɪɡ,0.683,0.516,0.4,0.519,0.116,0.938
childhood,t͡ʃajldhʊd,0.5,0.516,0.526,0.519,-0.01,0.382
backward,bækwɹ̩d,0.55,0.516,0.486,0.514,0.031,0.602
specs,spɛks,0.333,0.516,0.476,0.496,0.04,0.51
pixie,pɪksi,0.667,0.516,0.535,0.493,-0.019,0.722
enthuse,ɪnθuz,0.467,0.516,0.366,0.504,0.15,
hiss,hɪs,0.845,0.516,0.583,0.528,-0.067,0.65
brackish,bɹækɪʃ,0.433,0.516,0.532,0.518,-0.016,
hatching,hæt͡ʃɪŋ,0.636,0.516,0.506,0.515,0.01,0.602
gown,ɡawn,0.333,0.516,0.526,0.515,-0.01,0.903
extinguish,ɪkstɪŋɡwɪʃ,0.517,0.516,0.609,0.512,-0.093,0.618
blackhead,blækhɛd,0.633,0.516,0.528,0.531,-0.012,0.928
witchcraft,wɪt͡ʃkɹæft,0.348,0.516,0.469,0.49,0.047,0.49
jam,d͡ʒæm,0.733,0.516,0.415,0.508,0.101,0.928
maxi,mæksi,0.5,0.516,0.384,0.532,0.132,
splint,splɪnt,0.625,0.516,0.429,0.528,0.087,0.923
wieldy,wildi,0.197,0.516,0.474,0.508,0.042,0.172
stove,stowv,0.167,0.516,0.496,0.525,0.02,0.99
linker,lɪŋkɹ̩,0.436,0.516,0.527,0.533,-0.011,
curling,kɹ̩lɪŋ,0.606,0.516,0.54,0.52,-0.024,0.76
ramp,ɹæmp,0.483,0.516,0.571,0.51,-0.055,0.923
scrunchy,skɹʌnt͡ʃi,0.85,0.516,0.469,0.499,0.047,
that,ðæt,0.133,0.516,0.414,0.512,0.102,0.135
newt,nut,0.433,0.516,0.474,0.534,0.042,0.792
tune,tun,0.567,0.516,0.524,0.511,-0.008,0.625
hoist,hojst,0.567,0.516,0.613,0.508,-0.097,0.75
loud,lawd,0.783,0.516,0.601,0.505,-0.085,0.682
pout,pawt,0.683,0.516,0.443,0.498,0.072,0.558
housing,hawzɪŋ,0.45,0.516,0.493,0.512,0.022,0.75
haggard,hæɡɹ̩d,0.55,0.516,0.601,0.515,-0.085,0.41
God,ɡɑd,0.617,0.516,0.612,0.531,-0.096,
strict,stɹɪkt,0.6,0.516,0.602,0.519,-0.086,0.43
quadruple,kwɑdɹupəl,0.5,0.516,0.489,0.506,0.027,0.545
owl,awl,0.436,0.516,0.559,0.512,-0.043,0.982
preacher,pɹit͡ʃɹ̩,0.528,0.516,0.51,0.536,0.006,0.925
spritz,spɹɪts,0.833,0.516,0.564,0.53,-0.049,
wig,wɪɡ,0.424,0.516,0.435,0.512,0.081,0.93
extol,ɪkstowl,0.439,0.516,0.495,0.532,0.02,
throng,θɹɔŋ,0.567,0.516,0.378,0.487,0.137,0.538
slashing,slæʃɪŋ,0.792,0.515,0.565,0.543,-0.049,0.66
sampler,sæmplɹ̩,0.417,0.515,0.585,0.539,-0.069,0.68
Kleenex,klinəks,0.53,0.515,0.633,0.535,-0.117,
congrats,kɑnɡɹæts,0.367,0.515,0.502,0.513,0.014,0.28
shaft,ʃæft,0.487,0.515,0.434,0.511,0.082,0.928
outlook,awtlʊk,0.667,0.515,0.532,0.502,-0.017,0.242
lookout,lʊkawt,0.561,0.515,0.428,0.513,0.088,0.76
flexed,flɛkst,0.569,0.515,0.603,0.531,-0.088,0.51
linger,lɪŋɡɹ̩,0.467,0.515,0.423,0.507,0.092,0.353
beauty,bjuti,0.483,0.515,0.564,0.5,-0.048,0.483
broil,bɹojl,0.53,0.515,0.594,0.497,-0.079,0.758
his,hɪz,0.233,0.515,0.612,0.511,-0.096,0.535
yahoo,jɑhu,0.75,0.515,0.494,0.536,0.021,0.395
yoke,jowk,0.35,0.515,0.529,0.488,-0.014,0.958
yolk,jowk,0.4,0.515,0.471,0.516,0.045,0.945
hangout,hæŋawt,0.359,0.515,0.598,0.549,-0.082,0.73
fixture,fɪkst͡ʃɹ̩,0.258,0.515,0.445,0.501,0.07,0.792
grandeur,ɡɹænduɹ,0.6,0.515,0.562,0.512,-0.047,0.25
took,tʊk,0.433,0.515,0.568,0.543,-0.053,0.402
sleepless,slipləs,0.467,0.515,0.638,0.489,-0.122,0.42
haphazard,hæphæzɹ̩d,0.593,0.515,0.496,0.536,0.019,0.37
weepy,wipi,0.75,0.515,0.532,0.515,-0.017,0.43
peewee,piwi,0.679,0.515,0.397,0.526,0.119,0.375
bout,bawt,0.2,0.515,0.477,0.526,0.038,0.5
hopeful,howpfəl,0.515,0.515,0.482,0.537,0.033,0.175
clipper,klɪpɹ̩,0.561,0.515,0.343,0.523,0.172,0.825
underclothes,ʌndɹ̩klowðz,0.514,0.515,0.535,0.494,-0.02,0.915
anthrax,ænθɹæks,0.383,0.515,0.31,0.49,0.205,0.86
lackey,læki,0.513,0.515,0.555,0.517,-0.04,0.565
thyme,θajm,0.242,0.515,0.549,0.497,-0.034,0.99
tee-hee,ti-hi,0.833,0.515,0.553,0.506,-0.038,
dune,dun,0.383,0.515,0.503,0.537,0.012,0.865
nude,nud,0.467,0.515,0.484,0.516,0.031,0.82
suckling,sʌklɪŋ,0.567,0.515,0.483,0.537,0.032,0.69
glint,ɡlɪnt,0.7,0.515,0.602,0.53,-0.087,
cleavage,klivəd͡ʒ,0.5,0.515,0.628,0.53,-0.113,0.91
clamor,klæmɹ̩,0.517,0.515,0.522,0.521,-0.007,0.45
strapped,stɹæpt,0.533,0.515,0.372,0.495,0.143,0.572
slushy,slʌʃi,0.883,0.515,0.481,0.535,0.034,0.675
flex,flɛks,0.733,0.515,0.578,0.524,-0.063,0.72
pow,paw,0.8,0.515,0.473,0.475,0.042,
squabble,skwɑbəl,0.727,0.515,0.508,0.486,0.007,0.408
phooey,fui,0.667,0.515,0.53,0.517,-0.015,0.25
sheen,ʃin,0.583,0.515,0.617,0.513,-0.103,0.66
seclude,sɛklud,0.433,0.515,0.441,0.549,0.073,0.37
kiln,kɪln,0.25,0.515,0.548,0.518,-0.033,0.955
grits,ɡɹɪts,0.542,0.515,0.389,0.543,0.126,0.935
cracker,kɹækɹ̩,0.567,0.515,0.615,0.505,-0.101,0.99
hat,hæt,0.517,0.515,0.512,0.536,0.003,0.97
slim,slɪm,0.788,0.515,0.427,0.499,0.088,0.732
reprieve,ɹipɹiv,0.273,0.515,0.691,0.513,-0.176,
shoulder,ʃowldɹ̩,0.267,0.515,0.603,0.493,-0.088,0.982
galley,ɡæli,0.212,0.515,0.486,0.525,0.028,0.768
could,kʊd,0.121,0.515,0.678,0.523,-0.164,0.085
shake,ʃejk,0.833,0.515,0.602,0.519,-0.087,0.768
plant,plænt,0.617,0.515,0.588,0.522,-0.074,0.94
verb,vɹ̩b,0.417,0.515,0.604,0.53,-0.09,0.462
new,nu,0.417,0.515,0.361,0.517,0.154,0.452
knew,nu,0.133,0.515,0.616,0.52,-0.102,0.157
rambling,ɹæmblɪŋ,0.6,0.515,0.507,0.508,0.008,0.43
glamour,ɡlæmɹ̩,0.55,0.515,0.508,0.508,0.007,0.277
camper,kæmpɹ̩,0.6,0.515,0.586,0.527,-0.071,0.908
lilt,lɪlt,0.389,0.514,0.543,0.537,-0.029,
future,fjut͡ʃɹ̩,0.233,0.514,0.476,0.482,0.038,0.215
footpath,fʊtpæθ,0.6,0.514,0.707,0.523,-0.193,0.948
risk,ɹɪsk,0.303,0.514,0.605,0.518,-0.091,0.157
blindfold,blajndfowld,0.45,0.514,0.494,0.49,0.02,0.893
release,ɹilis,0.403,0.514,0.547,0.507,-0.033,0.56
gerbil,ɡɹ̩bɪl,0.292,0.514,0.669,0.538,-0.155,0.928
tract,tɹækt,0.4,0.514,0.582,0.52,-0.068,0.615
tango,tæŋɡow,0.517,0.514,0.345,0.508,0.169,0.775
comic,kɑmɪk,0.394,0.514,0.415,0.508,0.099,0.75
strap,stɹæp,0.483,0.514,0.402,0.482,0.112,0.948
broth,bɹɔθ,0.35,0.514,0.395,0.515,0.12,0.92
mover,muvɹ̩,0.433,0.514,0.388,0.483,0.126,0.688
tofu,towfu,0.403,0.514,0.616,0.507,-0.102,0.965
bow,baw,0.617,0.514,0.519,0.526,-0.005,0.903
housewife,hawswajf,0.383,0.514,0.465,0.513,0.049,0.857
beehive,bihajv,0.55,0.514,0.61,0.519,-0.096,0.982
flashing,flæʃɪŋ,0.833,0.514,0.476,0.509,0.038,0.768
briefcase,bɹifkejs,0.317,0.514,0.548,0.529,-0.034,0.965
had,hæd,0.167,0.514,0.491,0.505,0.023,0.192
sphincter,sfɪŋktɹ̩,0.367,0.514,0.511,0.514,0.003,0.885
thirsty,θɹ̩sti,0.467,0.514,0.402,0.512,0.112,0.715
quartz,kwɔɹts,0.3,0.514,0.532,0.49,-0.018,0.93
good,ɡʊd,0.533,0.514,0.45,0.529,0.063,0.16
burlap,bɹ̩læp,0.429,0.514,0.495,0.528,0.019,0.945
combat,kɑmbæt,0.53,0.514,0.507,0.497,0.007,0.668
shingles,ʃɪŋɡəlz,0.367,0.514,0.363,0.511,0.151,0.867
quicksand,kwɪksænd,0.5,0.514,0.66,0.508,-0.146,0.938
sandbox,sændbɑks,0.7,0.514,0.476,0.541,0.037,0.965
hometown,howmtawn,0.617,0.514,0.595,0.512,-0.081,0.582
chipmunk,t͡ʃɪpməŋk,0.5,0.514,0.522,0.508,-0.008,0.992
thrive,θɹajv,0.567,0.514,0.467,0.526,0.047,0.302
lighthouse,lajthaws,0.567,0.514,0.446,0.5,0.068,0.99
mishap,mɪshæp,0.467,0.514,0.491,0.542,0.023,0.375
bland,blænd,0.667,0.514,0.392,0.507,0.122,0.345
argue,ɑɹɡju,0.467,0.514,0.446,0.51,0.067,0.438
courthouse,kɔɹthaws,0.485,0.514,0.361,0.504,0.153,0.965
plan,plæn,0.2,0.514,0.513,0.509,0.001,0.6
gangster,ɡæŋstɹ̩,0.545,0.514,0.461,0.513,0.052,0.732
congress,kɑŋɡɹəs,0.267,0.514,0.565,0.506,-0.052,0.725
fuck,fʌk,0.75,0.514,0.495,0.511,0.018,0.548
cuff,kʌf,0.6,0.514,0.575,0.494,-0.062,0.903
jumpy,d͡ʒʌmpi,0.6,0.514,0.597,0.542,-0.083,0.408
flabby,flæbi,0.733,0.514,0.479,0.528,0.035,0.575
boomerang,bumɹ̩æŋ,0.567,0.514,0.477,0.505,0.036,0.925
lonely,lownli,0.682,0.514,0.488,0.527,0.026,0.298
hanging,hæŋɪŋ,0.591,0.514,0.582,0.54,-0.068,0.758
booklet,bʊklɪt,0.621,0.514,0.517,0.519,-0.004,0.93
baggy,bæɡi,0.762,0.514,0.476,0.517,0.037,0.652
scouting,skawtɪŋ,0.467,0.513,0.369,0.516,0.145,0.408
cheesy,t͡ʃizi,0.833,0.513,0.514,0.525,-0.001,0.473
peephole,piifowl,0.621,0.513,0.518,0.49,-0.004,0.935
axes,æksiz,0.4,0.513,0.543,0.528,-0.03,0.92
bloodshot,blʌdʃɑt,0.5,0.513,0.491,0.528,0.023,0.815
built,bɪlt,0.526,0.513,0.566,0.509,-0.052,0.625
proceed,pɹowsid,0.59,0.513,0.515,0.528,-0.002,0.387
structure,stɹʌkt͡ʃɹ̩,0.636,0.513,0.589,0.506,-0.075,0.758
wealth,wɛlθ,0.6,0.513,0.566,0.523,-0.052,0.408
track,tɹæk,0.5,0.513,0.395,0.498,0.118,0.827
rasp,ɹæsp,0.75,0.513,0.617,0.53,-0.104,0.542
sprocket,spɹkət,0.5,0.513,0.438,0.497,0.075,0.895
cryptic,kɹɪptɪk,0.48,0.513,0.367,0.472,0.146,0.34
toxic,tɑksɪk,0.6,0.513,0.473,0.488,0.04,0.532
child,t͡ʃajld,0.6,0.513,0.477,0.479,0.036,0.945
oatmeal,owtmil,0.5,0.513,0.676,0.522,-0.163,0.982
fluff,flʌf,0.75,0.513,0.465,0.518,0.048,0.7
shown,ʃown,0.53,0.513,0.459,0.505,0.054,0.445
full,fʊl,0.583,0.513,0.542,0.515,-0.029,0.648
courtroom,kɔɹtɹum,0.45,0.513,0.521,0.535,-0.008,0.908
creamer,kɹimɹ̩,0.583,0.513,0.444,0.5,0.069,0.915
Thursday,θɹ̩zdi,0.283,0.513,0.546,0.538,-0.033,
tamp,tæmp,0.524,0.513,0.411,0.513,0.102,
hail,hejl,0.617,0.513,0.649,0.528,-0.136,0.83
greedy,ɡɹidi,0.515,0.513,0.528,0.515,-0.015,0.41
gleeful,ɡlifəl,0.633,0.513,0.625,0.481,-0.111,0.397
justly,d͡ʒʌstli,0.367,0.513,0.392,0.498,0.121,0.11
breezy,bɹizi,0.697,0.513,0.567,0.514,-0.054,0.68
sweeper,swipɹ̩,0.65,0.513,0.478,0.523,0.035,0.827
psychopath,sajkowpæθ,0.633,0.513,0.554,0.529,-0.041,0.615
slacker,slækɹ̩,0.4,0.513,0.499,0.514,0.014,0.353
spiky,spajki,0.867,0.513,0.521,0.521,-0.008,0.768
mildew,mɪldu,0.583,0.513,0.386,0.501,0.127,0.893
crime,kɹajm,0.35,0.513,0.473,0.52,0.04,0.507
woodwork,wʊdwɹ̩k,0.773,0.513,0.57,0.53,-0.058,0.862
exactly,ɪɡzæktli,0.517,0.513,0.573,0.508,-0.061,0.277
raccoon,ɹækun,0.517,0.513,0.695,0.509,-0.183,0.918
build,bɪld,0.5,0.513,0.434,0.52,0.079,0.678
billed,bɪld,0.467,0.513,0.557,0.532,-0.045,0.49
ping,pɪŋ,0.736,0.513,0.529,0.517,-0.016,0.542
ranking,ɹæŋkɪŋ,0.333,0.513,0.459,0.515,0.054,0.358
bathe,bejð,0.433,0.513,0.336,0.489,0.177,0.798
moldy,mowldi,0.467,0.513,0.419,0.531,0.094,0.732
pantsuit,pæntsut,0.5,0.513,0.548,0.535,-0.036,0.945
quite,kwajt,0.462,0.513,0.493,0.549,0.019,0.18
boiled,bojld,0.5,0.513,0.396,0.485,0.117,0.722
brass,bɹæs,0.47,0.513,0.591,0.504,-0.078,0.925
sprinkle,spɹɪŋkəl,0.758,0.513,0.485,0.492,0.028,0.705
scabbard,skæbɹ̩d,0.467,0.513,0.378,0.489,0.135,0.913
swipe,swajp,0.641,0.513,0.601,0.519,-0.088,0.815
waxing,wæksɪŋ,0.667,0.513,0.444,0.516,0.068,0.675
barbecue,bɑɹbɪkju,0.383,0.513,0.569,0.49,-0.056,0.88
pushy,pʊʃi,0.778,0.513,0.608,0.505,-0.095,0.37
brunch,bɹʌnt͡ʃ,0.4,0.513,0.519,0.494,-0.007,0.852
keystone,kistown,0.417,0.513,0.582,0.527,-0.069,0.665
repulse,ɹipʌls,0.517,0.513,0.469,0.499,0.044,0.345
damp,dæmp,0.697,0.513,0.456,0.489,0.056,0.702
lymph,lɪmf,0.424,0.513,0.421,0.512,0.091,0.62
film,fɪlm,0.417,0.513,0.554,0.52,-0.041,0.928
lip,lɪp,0.6,0.512,0.326,0.493,0.186,0.99
pill,pɪl,0.45,0.512,0.373,0.515,0.14,0.93
blamed,blejmd,0.383,0.512,0.428,0.502,0.084,0.17
sneaky,sniki,0.667,0.512,0.579,0.511,-0.067,0.242
earthbound,ɹ̩θbawnd,0.433,0.512,0.579,0.516,-0.067,0.428
jumbo,d͡ʒʌmbow,0.65,0.512,0.526,0.497,-0.014,0.56
drag,dɹæɡ,0.583,0.512,0.372,0.53,0.141,0.792
grad,ɡɹæd,0.483,0.512,0.474,0.515,0.039,0.74
flashlight,flæʃlajt,0.788,0.512,0.603,0.495,-0.091,1.0
grueling,ɡɹuɪlɪŋ,0.47,0.512,0.597,0.505,-0.085,0.192
shard,ʃɑɹd,0.617,0.512,0.394,0.517,0.118,0.802
month,mʌnθ,0.258,0.512,0.302,0.482,0.21,0.8
prelude,pɹejlud,0.455,0.512,0.592,0.508,-0.08,0.332
harbor,hɑɹbɹ̩,0.367,0.512,0.374,0.511,0.139,0.893
scathing,skejðɪŋ,0.561,0.512,0.475,0.511,0.037,0.36
lamb,læm,0.439,0.512,0.586,0.514,-0.074,0.992
bushy,bʊʃi,0.75,0.512,0.561,0.492,-0.049,0.688
strike,stɹajk,0.75,0.512,0.572,0.51,-0.06,0.768
catching,kæt͡ʃɪŋ,0.45,0.512,0.574,0.509,-0.062,0.605
marquee,mɑɹki,0.273,0.512,0.599,0.506,-0.087,
glancing,ɡlænsɪŋ,0.517,0.512,0.501,0.532,0.011,0.525
backup,bækʌp,0.439,0.512,0.408,0.484,0.104,0.55
crinkle,kɹɪŋkəl,0.8,0.512,0.442,0.504,0.07,0.675
lipstick,lɪpstɪk,0.55,0.512,0.504,0.491,0.008,0.975
roofing,ɹufɪŋ,0.621,0.512,0.525,0.506,-0.013,0.915
scramble,skɹæmbəl,0.567,0.512,0.412,0.514,0.1,0.578
cocktail,kɑktejl,0.433,0.512,0.563,0.509,-0.051,0.85
boil,bojl,0.47,0.512,0.666,0.508,-0.154,0.8
cobalt,kowbɔlt,0.267,0.512,0.373,0.531,0.138,0.865
mishmash,mɪʃmæʃ,0.731,0.512,0.34,0.514,0.172,0.27
grail,ɡɹejl,0.439,0.512,0.452,0.514,0.06,0.808
crepe,kɹejp,0.4,0.512,0.534,0.556,-0.022,0.875
jazz,d͡ʒæz,0.8,0.512,0.465,0.543,0.047,0.725
foreplay,fɹplej,0.483,0.512,0.36,0.527,0.152,0.555
pigskin,pɪɡskɪn,0.333,0.512,0.522,0.48,-0.01,0.88
oversleep,owvɹ̩zlip,0.583,0.512,0.535,0.529,-0.023,0.548
bill,bɪl,0.25,0.512,0.567,0.522,-0.055,0.92
freebie,fɹibi,0.667,0.512,0.565,0.525,-0.053,0.418
hemlock,hɛmlɑk,0.35,0.512,0.552,0.53,-0.04,0.97
pip,pɪp,0.633,0.512,0.517,0.528,-0.006,
rack,ɹæk,0.55,0.512,0.647,0.55,-0.136,0.87
wrack,ɹæk,0.567,0.512,0.48,0.529,0.032,
blame,blejm,0.4,0.512,0.444,0.525,0.067,0.265
bankrupt,bæŋkɹəpt,0.367,0.512,0.382,0.53,0.13,0.56
gruesome,ɡɹusəm,0.517,0.512,0.475,0.505,0.037,0.43
abstract,æbstɹækt,0.367,0.512,0.564,0.497,-0.052,0.112
swallow,swɑlow,0.694,0.512,0.575,0.529,-0.063,0.722
skit,skɪt,0.583,0.512,0.678,0.494,-0.167,0.715
stick,stɪk,0.409,0.512,0.747,0.512,-0.235,0.898
squiggle,skwɪɡəl,0.817,0.512,0.536,0.541,-0.025,0.72
burglary,bɹ̩ɡlɹ̩i,0.417,0.512,0.367,0.534,0.144,0.66
smolder,smowldɹ̩,0.683,0.512,0.636,0.529,-0.124,0.63
ethos,iθɑs,0.455,0.512,0.452,0.483,0.059,0.145
exhale,ɪkshejl,0.606,0.512,0.602,0.539,-0.09,0.725
grape,ɡɹejp,0.318,0.511,0.533,0.498,-0.021,1.0
break,bɹejk,0.694,0.511,0.513,0.479,-0.001,0.678
brake,bɹejk,0.567,0.511,0.441,0.532,0.071,0.86
poacher,powt͡ʃɹ̩,0.556,0.511,0.446,0.514,0.066,0.75
cleaner,klinɹ̩,0.361,0.511,0.497,0.527,0.014,0.695
barley,bɑɹli,0.397,0.511,0.424,0.512,0.087,0.898
snack,snæk,0.439,0.511,0.448,0.513,0.063,0.84
scan,skæn,0.636,0.511,0.469,0.519,0.043,0.62
amp,æmp,0.652,0.511,0.531,0.513,-0.02,0.648
map,mæp,0.367,0.511,0.384,0.5,0.127,0.982
threshold,θɹɛʃowld,0.467,0.511,0.624,0.504,-0.112,0.62
pragmatics,pɹæɡmætɪks,0.205,0.511,0.49,0.493,0.021,0.202
bulkhead,bʌlkhɛd,0.429,0.511,0.481,0.518,0.031,0.792
bribe,bɹajb,0.55,0.511,0.592,0.505,-0.081,0.61
gorge,ɡɔɹd͡ʒ,0.667,0.511,0.448,0.525,0.064,0.788
lumpy,lʌmpi,0.75,0.511,0.501,0.518,0.01,0.648
speedy,spidi,0.467,0.511,0.572,0.531,-0.06,0.483
tweet,twit,0.792,0.511,0.511,0.508,-0.0,0.63
halt,hɔlt,0.736,0.511,0.554,0.515,-0.043,0.595
procure,pɹowkjʊɹ,0.333,0.511,0.554,0.513,-0.042,0.308
outback,awtbæk,0.467,0.511,0.534,0.525,-0.023,0.64
last,læst,0.383,0.511,0.589,0.516,-0.078,0.51
overshoot,owvɹ̩ʃut,0.636,0.511,0.567,0.522,-0.055,0.47
skid,skɪd,0.727,0.511,0.518,0.515,-0.007,0.768
disc,dɪsk,0.683,0.511,0.423,0.499,0.089,0.962
disk,dɪsk,0.636,0.511,0.422,0.511,0.089,0.95
slime,slajm,0.7,0.511,0.454,0.532,0.057,0.87
smile,smajl,0.5,0.511,0.579,0.524,-0.068,0.875
bombard,bɑmbɑɹd,0.667,0.511,0.413,0.494,0.099,0.5
thong,θɔŋ,0.567,0.511,0.623,0.531,-0.111,0.982
screening,skɹinɪŋ,0.533,0.511,0.532,0.501,-0.021,0.528
rag,ɹæɡ,0.53,0.511,0.447,0.513,0.064,0.918
bemused,bɪmjuzd,0.433,0.511,0.462,0.506,0.049,
cage,kejd͡ʒ,0.561,0.511,0.388,0.517,0.123,1.0
hula,hulə,0.65,0.511,0.633,0.501,-0.122,0.895
hubby,hʌbi,0.433,0.511,0.492,0.531,0.019,0.817
eclipse,ɪklɪps,0.517,0.511,0.464,0.5,0.047,0.792
jolly,d͡ʒɑli,0.621,0.511,0.441,0.51,0.07,0.335
cucumber,kjukəmbɹ̩,0.333,0.511,0.575,0.503,-0.064,0.958
doghouse,dɔɡhaws,0.517,0.511,0.578,0.518,-0.067,0.948
crusade,kɹusejd,0.392,0.511,0.585,0.532,-0.074,0.445
choppy,t͡ʃɑpi,0.783,0.511,0.529,0.523,-0.018,0.48
mambo,mɑmbow,0.467,0.511,0.514,0.484,-0.003,
snag,snæɡ,0.736,0.511,0.64,0.538,-0.129,0.655
dream,dɹim,0.455,0.511,0.538,0.507,-0.027,0.4
anklet,æŋklɪt,0.533,0.511,0.528,0.491,-0.017,0.938
sprawl,spɹɔl,0.65,0.511,0.543,0.484,-0.033,0.575
poorly,pʊɹli,0.424,0.511,0.582,0.537,-0.072,0.25
livestock,lajvstɑk,0.467,0.511,0.549,0.531,-0.038,0.925
tweed,twid,0.55,0.511,0.559,0.529,-0.048,0.952
prone,pɹown,0.4,0.511,0.514,0.501,-0.003,0.452
street,stɹit,0.348,0.511,0.528,0.526,-0.017,0.938
programming,pɹowɡɹæmɪŋ,0.533,0.511,0.474,0.515,0.037,0.493
greaser,ɡɹisɹ̩,0.617,0.511,0.52,0.494,-0.01,
markup,mɑɹkʌp,0.583,0.511,0.481,0.496,0.03,0.425
limes,lajmz,0.417,0.511,0.646,0.54,-0.136,0.98
Miles,majlz,0.364,0.511,0.542,0.526,-0.031,
squatter,skwɑtɹ̩,0.7,0.511,0.433,0.489,0.077,0.668
clipboard,klɪpbɔɹd,0.517,0.511,0.607,0.5,-0.097,0.982
cruel,kɹuəl,0.583,0.511,0.498,0.51,0.012,0.277
tact,tækt,0.278,0.511,0.522,0.515,-0.011,0.19
