Word,ipa,Iconicity,phon_pred,sem_pred,comb_pred,pred_diff,Conc.M
depth,dɛpθ,0.56,0.493,0.464,0.487,0.029,0.528
twitch,twɪt͡ʃ,0.833,0.506,0.448,0.487,0.058,0.698
forecast,fɔɹkæst,0.561,0.481,0.546,0.487,-0.066,0.445
flimsy,flɪmzi,0.7,0.506,0.498,0.487,0.008,0.548
snapper,snæpɹ̩,0.75,0.466,0.483,0.487,-0.017,0.88
limo,lɪmow,0.521,0.481,0.507,0.487,-0.026,0.925
bless,blɛs,0.467,0.487,0.461,0.487,0.026,0.42
implore,ɪmplɔɹ,0.556,0.47,0.444,0.487,0.026,0.153
strep,stɹɛp,0.367,0.471,0.495,0.487,-0.024,0.615
persuasive,pɹ̩swejsɪv,0.333,0.471,0.624,0.487,-0.152,0.295
tamper,tæmpɹ̩,0.233,0.479,0.519,0.487,-0.04,0.51
lifeboat,lajfbowt,0.417,0.505,0.476,0.487,0.029,0.87
electric,ɪlɛktɹɪk,0.617,0.461,0.48,0.487,-0.019,0.64
slutty,slʌti,0.583,0.485,0.459,0.487,0.026,0.328
England,ɪŋɡlənd,0.3,0.477,0.391,0.487,0.086,
fluent,fluənt,0.485,0.479,0.544,0.487,-0.064,0.232
pace,pejs,0.583,0.477,0.579,0.487,-0.102,0.528
hairbrush,hɛɹbɹʌʃ,0.417,0.493,0.595,0.487,-0.102,0.938
sharper,ʃɑɹpɹ̩,0.485,0.503,0.464,0.487,0.038,0.572
displace,dɪsplejs,0.483,0.487,0.557,0.487,-0.07,0.392
pronoun,pɹownawn,0.379,0.49,0.565,0.487,-0.074,0.37
you,ju,0.367,0.504,0.431,0.487,0.073,0.778
shading,ʃejdɪŋ,0.591,0.463,0.572,0.487,-0.109,0.582
impracticable,ɪmpɹæktɪkəbəl,0.3,0.462,0.541,0.487,-0.079,
giggle,ɡɪɡəl,0.803,0.482,0.498,0.487,-0.017,0.68
caribou,kɛɹɪbu,0.367,0.463,0.482,0.487,-0.019,0.98
tissue,tɪsju,0.37,0.472,0.499,0.487,-0.028,0.982
gavel,ɡævəl,0.417,0.466,0.444,0.487,0.023,0.97
might,majt,0.439,0.464,0.564,0.487,-0.1,0.33
dash,dæʃ,0.817,0.498,0.51,0.487,-0.013,0.598
paperboy,pejpɹ̩boj,0.55,0.465,0.551,0.487,-0.085,0.965
proficient,pɹɑfɪʃənt,0.283,0.455,0.482,0.487,-0.027,0.198
jobless,d͡ʒɑbləs,0.433,0.494,0.395,0.487,0.099,0.473
neoclassic,niowklæsɪk,0.283,0.497,0.46,0.487,0.037,
help,hɛlp,0.45,0.523,0.585,0.487,-0.063,0.39
carrier,kæɹiɹ̩,0.561,0.458,0.48,0.487,-0.022,0.8
scraper,skɹejpɹ̩,0.717,0.497,0.472,0.487,0.024,0.808
cobblestone,kɑbəlstown,0.55,0.491,0.461,0.487,0.031,0.948
jackal,d͡ʒækəl,0.576,0.484,0.461,0.487,0.023,0.847
castrate,kæstɹejt,0.5,0.48,0.554,0.487,-0.074,0.705
mumble,mʌmbəl,0.682,0.475,0.489,0.487,-0.015,0.672
refute,ɹɪfjut,0.389,0.48,0.48,0.487,-0.0,0.302
deign,dn,0.233,0.49,0.501,0.487,-0.011,0.16
tadpole,tædpowl,0.417,0.507,0.564,0.487,-0.058,0.965
claw,klɔ,0.75,0.502,0.547,0.487,-0.045,0.958
moth,mɔθ,0.485,0.492,0.325,0.487,0.167,0.923
thrifty,θɹɪfti,0.517,0.501,0.543,0.487,-0.042,0.23
swine,swajn,0.45,0.478,0.489,0.487,-0.011,0.875
pancake,pænkejk,0.515,0.5,0.554,0.487,-0.054,0.965
jumble,d͡ʒʌmbəl,0.617,0.486,0.353,0.487,0.133,0.5
boiler,bojlɹ̩,0.717,0.478,0.496,0.487,-0.018,0.88
complexion,kəmplɛkʃən,0.317,0.473,0.463,0.487,0.01,0.59
dodo,dowdow,0.55,0.479,0.421,0.487,0.058,
destruct,dɪstɹʌkt,0.533,0.486,0.435,0.487,0.051,0.49
mono,mownow,0.617,0.482,0.472,0.487,0.01,0.26
scornful,skɔɹnfəl,0.485,0.47,0.452,0.487,0.018,0.26
singular,sɪŋɡjəlɹ̩,0.53,0.465,0.533,0.487,-0.069,0.302
drift,dɹɪft,0.717,0.477,0.39,0.487,0.088,0.518
issue,ɪʃu,0.318,0.496,0.5,0.487,-0.004,0.342
haze,hejz,0.778,0.496,0.481,0.487,0.015,0.76
helium,hiliəm,0.233,0.482,0.39,0.487,0.092,0.74
buddy,bʌdi,0.759,0.461,0.545,0.487,-0.084,0.62
caffeine,kæfin,0.485,0.49,0.533,0.487,-0.043,0.76
marshmallow,mɑɹʃmɛlow,0.433,0.484,0.557,0.487,-0.073,0.962
scorching,skɔɹt͡ʃɪŋ,0.65,0.503,0.526,0.487,-0.022,0.572
gray,ɡɹej,0.6,0.479,0.466,0.487,0.014,0.615
horse,hɔɹs,0.217,0.497,0.347,0.487,0.15,1.0
con,kɑn,0.379,0.499,0.441,0.487,0.058,0.375
throng,θɹɔŋ,0.567,0.516,0.378,0.487,0.137,0.538
times,tajmz,0.231,0.486,0.499,0.487,-0.013,0.267
gobble,ɡɑbəl,0.762,0.486,0.382,0.487,0.104,0.592
discompose,dɪskəmpowz,0.4,0.488,0.591,0.487,-0.102,
bumble,bʌmbəl,0.472,0.483,0.425,0.487,0.058,0.36
westbound,wɛstbawnd,0.517,0.478,0.455,0.487,0.023,0.46
misconstrue,mɪskənstɹu,0.318,0.489,0.487,0.487,0.002,0.145
kiosk,kiɔsk,0.424,0.51,0.531,0.487,-0.021,0.895
me,mi,0.65,0.499,0.429,0.487,0.07,0.832
stubborn,stʌbɹ̩n,0.538,0.469,0.418,0.487,0.051,0.295
bumblebee,bʌmbəlɪbi,0.683,0.467,0.385,0.487,0.082,0.99
wheat,wit,0.47,0.509,0.552,0.487,-0.044,0.972
puss,pʌs,0.625,0.497,0.379,0.487,0.119,0.802
willing,wɪlɪŋ,0.333,0.479,0.43,0.487,0.049,0.267
toe,tow,0.417,0.48,0.492,0.487,-0.013,0.982
vote,vowt,0.367,0.501,0.507,0.487,-0.006,0.712
mailed,mejld,0.444,0.487,0.378,0.487,0.109,0.672
spellbound,spɛlbawnd,0.536,0.497,0.515,0.487,-0.018,0.155
polished,pɑlɪʃt,0.439,0.51,0.54,0.487,-0.031,0.648
gather,ɡæðɹ̩,0.583,0.516,0.462,0.487,0.055,0.438
stagger,stæɡɹ̩,0.712,0.488,0.515,0.487,-0.027,0.642
seashore,siʃɔɹ,0.633,0.471,0.502,0.487,-0.031,0.908
horseplay,hɔɹsplej,0.455,0.496,0.418,0.487,0.078,0.71
sledge,slɛd͡ʒ,0.667,0.491,0.526,0.487,-0.035,0.778
Friday,fɹajdi,0.25,0.463,0.496,0.487,-0.033,
possibly,pɑsəbli,0.282,0.481,0.441,0.487,0.04,0.185
nutritious,nutɹɪʃəs,0.25,0.462,0.451,0.487,0.011,0.363
fixing,fɪksɪŋ,0.383,0.499,0.517,0.487,-0.018,0.475
gobbledegook,ɡɑbəldɪɡʊk,0.8,0.493,0.554,0.487,-0.062,
divulge,dɪvʌld͡ʒ,0.319,0.485,0.456,0.487,0.029,0.308
treaty,tɹiti,0.41,0.478,0.558,0.487,-0.079,0.518
crossbar,kɹɔsbɹ̩,0.617,0.491,0.461,0.487,0.03,0.893
rang,ɹæŋ,0.817,0.494,0.675,0.487,-0.181,0.635
expire,ɪkspajɹ,0.483,0.493,0.43,0.487,0.063,0.432
bypass,bajpæs,0.444,0.486,0.401,0.486,0.085,0.625
firm,fɹ̩m,0.733,0.498,0.429,0.486,0.069,0.635
muted,mjutɪd,0.514,0.481,0.552,0.486,-0.071,0.392
scavenger,skævənd͡ʒɹ̩,0.53,0.466,0.477,0.486,-0.011,0.732
bald,bɔld,0.6,0.491,0.606,0.486,-0.115,0.923
freezing,fɹizɪŋ,0.65,0.497,0.462,0.486,0.035,0.76
vulture,vʌlt͡ʃɹ̩,0.583,0.496,0.421,0.486,0.075,0.933
repeat,ɹɪpit,0.633,0.471,0.434,0.486,0.037,0.475
conflicting,kənflɪktɪŋ,0.561,0.486,0.438,0.486,0.048,0.25
theory,θɪɹi,0.3,0.48,0.564,0.486,-0.084,0.118
moustache,mʌstæʃ,0.45,0.489,0.478,0.486,0.011,0.99
paisley,pejzli,0.183,0.494,0.441,0.486,0.053,
mistrust,mɪstɹʌst,0.517,0.479,0.406,0.486,0.073,0.26
tipster,tɪpstɹ̩,0.65,0.475,0.508,0.486,-0.033,
marble,mɑɹbəl,0.517,0.475,0.495,0.486,-0.02,0.962
hive,hajv,0.65,0.509,0.382,0.486,0.127,0.958
remake,ɹimejk,0.333,0.486,0.616,0.486,-0.13,0.483
admittedly,ædmɪtɪdli,0.348,0.446,0.444,0.486,0.002,0.135
sooner,sunɹ̩,0.417,0.487,0.39,0.486,0.096,0.277
number,nʌmbɹ̩,0.567,0.461,0.415,0.486,0.046,0.575
mutual,mjut͡ʃəwəl,0.4,0.466,0.504,0.486,-0.038,0.302
psychosis,sajkowsəs,0.467,0.469,0.48,0.486,-0.011,0.328
logger,lɑɡɹ̩,0.515,0.504,0.45,0.486,0.054,0.885
zoning,zownɪŋ,0.467,0.476,0.561,0.486,-0.085,0.363
junior,d͡ʒunjɹ̩,0.318,0.494,0.483,0.486,0.01,0.625
retreat,ɹitɹit,0.567,0.487,0.541,0.486,-0.054,0.507
whistling,wɪslɪŋ,0.767,0.495,0.437,0.486,0.058,0.798
disregard,dɪsɹɪɡɑɹd,0.367,0.468,0.518,0.486,-0.05,0.225
Bible,bajbəl,0.4,0.465,0.423,0.486,0.043,
teapot,tipɑt,0.514,0.485,0.596,0.486,-0.111,0.99
mast,mæst,0.417,0.497,0.5,0.486,-0.003,0.98
measles,mizəlz,0.364,0.485,0.436,0.486,0.049,0.923
heartache,hɑɹtejk,0.617,0.499,0.447,0.486,0.052,0.3
calorie,kælɹ̩i,0.267,0.48,0.457,0.486,0.023,0.61
speedometer,spidɑmətɹ̩,0.636,0.45,0.638,0.486,-0.189,0.945
chum,t͡ʃʌm,0.611,0.506,0.403,0.486,0.103,0.702
transcribe,tɹænskɹajb,0.5,0.501,0.485,0.486,0.016,0.595
routine,ɹutin,0.318,0.498,0.356,0.486,0.142,0.425
checkpoint,t͡ʃɛkpojnt,0.515,0.48,0.528,0.486,-0.049,0.655
tribune,tɹɪbjun,0.25,0.488,0.444,0.486,0.043,0.483
refill,ɹifɪl,0.591,0.481,0.465,0.486,0.017,0.6
fondue,fɑndju,0.348,0.482,0.432,0.486,0.05,0.948
prostitute,pɹɑstətut,0.347,0.48,0.463,0.486,0.017,0.82
raspy,ɹæspi,0.712,0.493,0.551,0.486,-0.057,0.507
time,tajm,0.317,0.464,0.41,0.486,0.054,0.518
manpower,mænpawɹ̩,0.733,0.464,0.523,0.486,-0.06,0.592
suggest,səɡd͡ʒɛst,0.283,0.462,0.611,0.486,-0.149,0.2
malnutrition,mælnutɹɪʃən,0.6,0.466,0.436,0.486,0.03,0.525
awfully,ɑfli,0.462,0.489,0.504,0.486,-0.015,0.167
quicken,kwɪkən,0.617,0.472,0.406,0.486,0.065,0.358
chastity,t͡ʃæstəti,0.379,0.444,0.414,0.486,0.03,0.25
drilling,dɹɪlɪŋ,0.682,0.474,0.413,0.486,0.06,0.785
dissolve,dɪzɑlv,0.617,0.481,0.489,0.486,-0.007,0.538
churn,t͡ʃɹ̩n,0.652,0.487,0.487,0.486,0.0,0.75
inscribe,ɪnskɹajb,0.333,0.489,0.465,0.486,0.024,0.578
brotherly,bɹʌðɹ̩li,0.631,0.509,0.415,0.486,0.093,0.232
conjure,kɑnd͡ʒɹ̩,0.417,0.498,0.468,0.486,0.031,0.325
scaffolding,skæfəldɪŋ,0.439,0.481,0.456,0.486,0.025,0.958
equip,ɪkwɪp,0.424,0.489,0.548,0.486,-0.059,0.452
hardheaded,hɑɹdhɛdɪd,0.65,0.466,0.499,0.486,-0.033,0.342
brace,bɹejs,0.47,0.487,0.441,0.486,0.046,0.74
primal,pɹajməl,0.556,0.467,0.53,0.486,-0.063,0.292
arduous,ɑɹd͡ʒuəs,0.372,0.463,0.475,0.486,-0.012,
electrocute,ɪlɛktɹəkjut,0.569,0.462,0.432,0.486,0.03,0.705
teardrop,tɪɹdɹɑp,0.667,0.475,0.494,0.486,-0.019,0.89
response,ɹɪspɑns,0.333,0.482,0.466,0.486,0.016,0.5
tavern,tævɹ̩n,0.45,0.44,0.439,0.486,0.0,0.945
aloof,əluf,0.633,0.474,0.488,0.486,-0.015,0.115
discomfort,dɪskʌmfɹ̩t,0.6,0.482,0.39,0.486,0.091,0.32
pretence,pɹitəns,0.367,0.466,0.531,0.486,-0.066,0.167
upward,ʌpwɹ̩d,0.783,0.474,0.572,0.486,-0.097,0.642
spud,spʌd,0.439,0.502,0.394,0.486,0.108,0.94
bonsai,bɑnsaj,0.5,0.461,0.496,0.486,-0.035,0.758
tunic,tunɪk,0.283,0.5,0.516,0.486,-0.016,0.688
preside,pɹɪzajd,0.233,0.467,0.502,0.486,-0.035,0.198
squirrel,skwɹ̩əl,0.567,0.495,0.403,0.486,0.092,0.972
fingertip,fɪŋɡɹ̩tɪp,0.542,0.49,0.37,0.486,0.12,0.982
uphold,əphowld,0.433,0.508,0.568,0.486,-0.061,0.462
discrete,dɪskɹit,0.35,0.501,0.472,0.486,0.028,0.353
exceed,ɪksid,0.6,0.491,0.466,0.486,0.025,0.19
squabble,skwɑbəl,0.727,0.515,0.508,0.486,0.007,0.408
single,sɪŋɡəl,0.25,0.489,0.494,0.486,-0.005,0.568
ankle,æŋkəl,0.288,0.482,0.566,0.486,-0.083,0.952
kazoo,kəzu,0.591,0.489,0.494,0.486,-0.005,0.962
folklore,fowklɔɹ,0.48,0.503,0.604,0.486,-0.1,0.375
placate,plejkejt,0.25,0.486,0.641,0.486,-0.156,0.302
protest,pɹowtɛst,0.439,0.474,0.516,0.486,-0.041,0.552
grazing,ɡɹejzɪŋ,0.576,0.484,0.427,0.486,0.057,0.635
overtake,owvɹ̩tejk,0.55,0.467,0.374,0.486,0.093,0.408
crazed,kɹejzd,0.617,0.502,0.578,0.486,-0.077,0.332
schedule,skɛd͡ʒʊl,0.183,0.499,0.524,0.486,-0.026,0.62
remind,ɹimajnd,0.383,0.466,0.471,0.485,-0.006,0.298
blessing,blɛsɪŋ,0.538,0.475,0.392,0.485,0.082,0.298
undervalue,ʌndɹ̩vælju,0.379,0.458,0.461,0.485,-0.003,0.28
pothead,pʌðhɛd,0.583,0.494,0.528,0.485,-0.034,0.722
whipping,wɪpɪŋ,0.833,0.478,0.38,0.485,0.098,0.725
sway,swej,0.806,0.466,0.635,0.485,-0.168,0.65
doe,dow,0.361,0.479,0.375,0.485,0.104,0.91
chatterbox,t͡ʃætɹ̩bɑks,0.631,0.509,0.343,0.485,0.166,0.51
discharge,dɪst͡ʃɑɹd͡ʒ,0.47,0.503,0.515,0.485,-0.012,0.708
tang,tæŋ,0.708,0.49,0.501,0.485,-0.011,0.855
caboose,kəbus,0.617,0.519,0.551,0.485,-0.032,0.99
leer,lɪɹ,0.417,0.476,0.395,0.485,0.081,0.688
fleeting,flitɪŋ,0.683,0.506,0.409,0.485,0.098,0.328
perjury,pɹ̩d͡ʒɹ̩i,0.333,0.478,0.623,0.485,-0.145,0.305
slimy,slajmi,0.883,0.495,0.433,0.485,0.062,0.565
pan,pæn,0.409,0.471,0.464,0.485,0.007,0.965
picture,pɪkt͡ʃɹ̩,0.361,0.518,0.458,0.485,0.06,0.88
sad,sæd,0.682,0.467,0.464,0.485,0.003,0.518
caddy,kædi,0.3,0.484,0.474,0.485,0.01,0.83
buildup,bɪldʌp,0.515,0.495,0.54,0.485,-0.045,0.52
lasso,læsow,0.633,0.489,0.43,0.485,0.059,0.935
boiled,bojld,0.5,0.513,0.396,0.485,0.117,0.722
mass,mæs,0.483,0.49,0.449,0.485,0.041,0.61
prayer,pɹɛɹ,0.526,0.448,0.592,0.485,-0.144,0.57
harmonic,hɑɹmɑnɪk,0.533,0.49,0.552,0.485,-0.062,0.518
embark,ɛmbɑɹk,0.458,0.48,0.573,0.485,-0.093,0.37
slave,slejv,0.467,0.495,0.523,0.485,-0.028,0.845
nab,næb,0.667,0.47,0.651,0.485,-0.18,0.615
stockyard,stɑkjɑɹd,0.471,0.494,0.41,0.485,0.084,0.895
shoreline,ʃɔɹlajn,0.515,0.461,0.554,0.485,-0.093,0.968
stride,stɹajd,0.767,0.482,0.569,0.485,-0.087,0.702
dismissive,dɪsmɪsɪv,0.273,0.448,0.407,0.485,0.041,0.353
flutter,flʌtɹ̩,0.591,0.469,0.644,0.485,-0.174,0.6
kayak,kajæk,0.417,0.491,0.392,0.485,0.099,0.925
scholarly,skɑlɹ̩li,0.35,0.521,0.542,0.485,-0.021,0.2
pathos,pejθɑs,0.517,0.495,0.517,0.485,-0.023,0.12
secluded,sɪkludɪd,0.417,0.503,0.509,0.485,-0.006,0.518
per,pɹ̩,0.464,0.491,0.449,0.485,0.041,0.172
flawed,flɔd,0.5,0.473,0.367,0.485,0.107,0.315
grandson,ɡɹændsʌn,0.367,0.479,0.356,0.485,0.123,0.825
carnage,kɑɹnɪd͡ʒ,0.467,0.489,0.574,0.485,-0.085,0.62
bigamy,bajɡəmi,0.364,0.458,0.489,0.485,-0.031,0.41
bittersweet,bɪtɹ̩swit,0.517,0.482,0.379,0.485,0.103,0.432
suspect,sʌspɛkt,0.317,0.482,0.412,0.485,0.07,0.397
cuss,kʌs,0.417,0.516,0.452,0.485,0.064,0.535
stalk,stɔk,0.5,0.49,0.441,0.485,0.049,0.625
thesis,θisəs,0.4,0.481,0.495,0.485,-0.014,0.678
cha-cha,t͡ʃɑ-t͡ʃɑ,0.817,0.496,0.449,0.485,0.047,
albino,ælbajnow,0.394,0.466,0.584,0.485,-0.118,0.852
viewing,vjuɪŋ,0.364,0.495,0.505,0.485,-0.01,0.465
colored,kʌlɹ̩d,0.3,0.495,0.497,0.485,-0.002,0.75
niece,nis,0.45,0.484,0.429,0.485,0.055,0.82
grammar,ɡɹæmɹ̩,0.4,0.492,0.498,0.485,-0.006,0.548
rascal,ɹæskəl,0.6,0.479,0.45,0.485,0.029,0.405
grovel,ɡɹɑvəl,0.364,0.481,0.574,0.485,-0.093,0.5
billiards,bɪljɹ̩dz,0.35,0.487,0.42,0.485,0.067,0.903
feeling,filɪŋ,0.333,0.504,0.4,0.485,0.104,0.17
chimpanzee,t͡ʃɪmpænzi,0.3,0.487,0.53,0.485,-0.043,0.99
videotape,vɪdiowtejp,0.333,0.452,0.487,0.485,-0.035,0.98
surf,sɹ̩f,0.6,0.495,0.647,0.485,-0.152,0.893
quarter,kwɔɹtɹ̩,0.667,0.475,0.418,0.485,0.057,0.857
kissy,kɪsi,0.655,0.485,0.503,0.485,-0.018,0.615
skateboard,skejtbɔɹd,0.55,0.482,0.553,0.485,-0.071,0.965
gaggle,ɡæɡəl,0.717,0.492,0.492,0.485,0.001,0.695
workout,wɹ̩kawt,0.545,0.51,0.498,0.485,0.012,0.722
beater,bitɹ̩,0.561,0.478,0.471,0.485,0.006,0.655
overhaul,owvɹ̩hɔl,0.517,0.479,0.404,0.485,0.075,0.493
wedlock,wɛdlɑk,0.321,0.48,0.39,0.485,0.091,0.322
liquor,lɪkɹ̩,0.333,0.484,0.502,0.485,-0.018,0.933
course,kɔɹs,0.333,0.492,0.375,0.485,0.117,0.705
stalked,stɔkt,0.47,0.495,0.473,0.485,0.023,0.5
localize,lowkəlajz,0.45,0.483,0.54,0.485,-0.057,0.285
corral,kɹ̩æl,0.379,0.497,0.497,0.485,0.001,0.885
smarty,smɑɹti,0.606,0.493,0.437,0.485,0.056,
Cadillac,kædəlæk,0.53,0.47,0.496,0.485,-0.026,
graduation,ɡɹæd͡ʒuejʃən,0.367,0.47,0.478,0.485,-0.008,0.698
comatose,kowmətows,0.55,0.482,0.487,0.485,-0.004,0.655
computerize,kəmpjutɹ̩ajz,0.383,0.476,0.574,0.484,-0.098,0.348
hamstring,hæmstɹɪŋ,0.367,0.517,0.49,0.484,0.026,0.93
fluid,fluəd,0.621,0.482,0.538,0.484,-0.056,0.933
reefer,ɹifɹ̩,0.533,0.463,0.545,0.484,-0.082,0.885
product,pɹɑdəkt,0.4,0.48,0.517,0.484,-0.038,0.792
pong,pɔŋ,0.65,0.484,0.421,0.484,0.062,
nostalgic,nɔstæld͡ʒɪk,0.361,0.476,0.437,0.484,0.039,0.22
blare,blɛɹ,0.55,0.476,0.534,0.484,-0.058,
male,mejl,0.439,0.48,0.463,0.484,0.018,0.862
thorny,θɔɹni,0.681,0.459,0.404,0.484,0.055,0.815
globular,ɡlɑbjəlɹ̩,0.467,0.482,0.514,0.484,-0.032,0.608
dung,dʌŋ,0.764,0.479,0.403,0.484,0.075,0.91
baboon,bəbun,0.5,0.485,0.507,0.484,-0.022,0.98
counselor,kawnsəlɹ̩,0.417,0.468,0.531,0.484,-0.063,0.81
bonus,bownəs,0.533,0.453,0.61,0.484,-0.156,0.51
salt,sɔlt,0.603,0.476,0.52,0.484,-0.044,0.972
roadside,ɹowdsajd,0.561,0.476,0.365,0.484,0.111,0.805
horned,hɔɹnd,0.733,0.479,0.404,0.484,0.075,0.75
wring,ɹɪŋ,0.9,0.476,0.382,0.484,0.094,0.75
colloquial,kəlowkwiəl,0.133,0.485,0.422,0.484,0.063,0.25
jut,d͡ʒʌt,0.615,0.483,0.447,0.484,0.036,
prime,pɹajm,0.433,0.501,0.436,0.484,0.066,0.37
only,ownli,0.303,0.488,0.455,0.484,0.033,0.353
lotus,lowtəs,0.533,0.463,0.522,0.484,-0.059,0.837
collage,kəlɑʒ,0.375,0.492,0.503,0.484,-0.011,0.9
sprawl,spɹɔl,0.65,0.511,0.543,0.484,-0.033,0.575
mambo,mɑmbow,0.467,0.511,0.514,0.484,-0.003,
magma,mæɡmə,0.55,0.459,0.458,0.484,0.002,0.933
enthusiasm,ɪnθuziæzəm,0.5,0.458,0.475,0.484,-0.017,0.335
income,ɪnkʌm,0.318,0.456,0.407,0.484,0.049,0.518
fried,fɹajd,0.383,0.473,0.504,0.484,-0.031,0.778
thought,θɔt,0.467,0.47,0.678,0.484,-0.209,0.242
indisposed,ɪndɪspowzd,0.318,0.472,0.411,0.484,0.06,0.188
luxuriate,lʌɡʒʊɹiejt,0.5,0.476,0.501,0.484,-0.025,0.13
wheelbarrow,wilbɛɹow,0.439,0.479,0.423,0.484,0.056,0.948
prickly,pɹɪkli,0.7,0.529,0.522,0.484,0.007,0.722
partner,pɑɹtnɹ̩,0.403,0.472,0.598,0.484,-0.126,0.632
mainstream,mejnstɹim,0.333,0.485,0.476,0.484,0.009,0.202
parchment,pɑɹt͡ʃmənt,0.45,0.481,0.496,0.484,-0.015,0.87
thoughtful,θɔtfəl,0.3,0.456,0.373,0.484,0.084,0.24
carbon,kɑɹbən,0.273,0.464,0.434,0.484,0.03,0.805
equally,ikwəli,0.467,0.48,0.441,0.484,0.039,0.148
knead,nid,0.483,0.464,0.431,0.484,0.033,0.722
bequest,bɪkwɛst,0.25,0.482,0.485,0.484,-0.003,
hanger,hæŋɹ̩,0.5,0.503,0.589,0.484,-0.087,0.952
streamline,stɹimlajn,0.394,0.498,0.406,0.484,0.091,0.402
commonwealth,kɑmənwɛlθ,0.633,0.473,0.441,0.484,0.032,0.595
stepfather,stɛpfɑðɹ̩,0.424,0.474,0.465,0.484,0.009,0.75
slight,slajt,0.5,0.498,0.662,0.484,-0.165,0.225
belonging,bɪlɔŋɪŋ,0.433,0.464,0.486,0.484,-0.023,0.23
patrol,pətɹowl,0.35,0.481,0.527,0.484,-0.046,0.715
floodlight,flʌdlajt,0.53,0.489,0.46,0.484,0.029,0.918
outlandish,awtlændɪʃ,0.545,0.475,0.5,0.484,-0.025,0.26
poise,pojz,0.486,0.495,0.451,0.484,0.044,0.348
comical,kɑmɪkəl,0.424,0.476,0.448,0.484,0.028,0.493
tactical,tæktɪkəl,0.467,0.47,0.541,0.484,-0.071,0.27
engrave,ɪnɡɹejv,0.567,0.458,0.543,0.484,-0.085,0.75
willow,wɪlow,0.467,0.483,0.458,0.484,0.025,0.837
sweatshirt,swɛtʃɹ̩t,0.542,0.473,0.496,0.484,-0.023,0.982
defibrillator,difɪbɹɪlejtɹ̩,0.467,0.448,0.608,0.484,-0.16,0.92
muss,mʌs,0.59,0.479,0.328,0.484,0.151,
breeder,bɹidɹ̩,0.367,0.487,0.35,0.484,0.137,0.532
disbelief,dɪsbɪlif,0.417,0.483,0.488,0.484,-0.005,0.222
pity,pɪti,0.367,0.457,0.412,0.484,0.045,0.218
fellowship,fɛlowʃɪp,0.348,0.473,0.39,0.484,0.084,0.32
fireplace,fajɹ̩plejs,0.697,0.468,0.489,0.484,-0.021,0.92
incongruity,ɪŋkɔŋɹuɪti,0.25,0.469,0.439,0.484,0.029,0.175
rise,ɹajz,0.517,0.464,0.462,0.484,0.002,0.76
warm,wɔɹm,0.488,0.47,0.295,0.484,0.175,0.64
handmade,hændmejd,0.5,0.475,0.537,0.484,-0.062,0.812
problematic,pɹɑbləmætɪk,0.517,0.479,0.365,0.484,0.114,0.277
proton,pɹowtɑn,0.267,0.487,0.522,0.484,-0.035,0.5
lot,lɑt,0.35,0.499,0.392,0.484,0.107,0.675
baggage,bæɡəd͡ʒ,0.429,0.483,0.499,0.484,-0.016,0.857
disgusting,dɪsɡʌstɪŋ,0.65,0.479,0.441,0.484,0.039,0.302
tacky,tæki,0.742,0.484,0.495,0.484,-0.01,0.395
tile,tajl,0.364,0.478,0.522,0.484,-0.043,0.92
fraught,fɹɔt,0.483,0.446,0.441,0.484,0.004,0.305
beaded,bidɪd,0.481,0.468,0.604,0.484,-0.137,0.852
gear,ɡɪɹ,0.417,0.493,0.558,0.484,-0.064,0.82
easy,izi,0.364,0.466,0.452,0.484,0.014,0.267
suffuse,sʌfjus,0.273,0.501,0.503,0.484,-0.003,
sisterhood,sɪstɹ̩hʊd,0.467,0.479,0.477,0.484,0.002,0.382
murmur,mɹ̩mɹ̩,0.75,0.464,0.493,0.484,-0.03,0.548
mum,mʌm,0.738,0.483,0.521,0.484,-0.039,0.778
exceeding,ɪksidɪŋ,0.515,0.48,0.433,0.484,0.047,0.198
motherland,mʌðɹ̩lænd,0.621,0.482,0.514,0.484,-0.033,0.445
motherly,mʌðɹ̩li,0.817,0.496,0.438,0.484,0.059,0.365
building,bɪldɪŋ,0.383,0.492,0.617,0.484,-0.125,0.91
explain,ɪksplejn,0.533,0.496,0.525,0.484,-0.029,0.242
flint,flɪnt,0.483,0.489,0.576,0.484,-0.086,0.91
fee,fi,0.514,0.49,0.427,0.484,0.063,0.722
hymen,hajmɪn,0.333,0.463,0.385,0.484,0.078,0.915
light,lajt,0.561,0.478,0.485,0.484,-0.007,0.802
scrutiny,skɹutəni,0.317,0.485,0.406,0.484,0.079,0.315
beanstalk,binstɔk,0.444,0.496,0.484,0.484,0.012,0.925
diplomacy,dɪplowməsi,0.439,0.467,0.291,0.484,0.176,0.26
backup,bækʌp,0.439,0.512,0.408,0.484,0.104,0.55
once,wʌns,0.417,0.478,0.499,0.483,-0.021,0.435
stroller,stɹowlɹ̩,0.538,0.504,0.466,0.483,0.037,0.99
decaf,dikæf,0.394,0.5,0.441,0.483,0.059,0.668
spinning,spɪnɪŋ,0.833,0.472,0.486,0.483,-0.014,0.708
prostate,pɹɑstejt,0.152,0.476,0.313,0.483,0.164,0.802
pork,pɔɹk,0.5,0.508,0.592,0.483,-0.084,0.948
behalf,bɪhæf,0.242,0.497,0.449,0.483,0.048,0.13
amused,əmjuzd,0.317,0.467,0.378,0.483,0.089,0.24
